companyID|companyFullName|companyShortName|companySize|financeStage|industryField|positionID|positionName|jobNature|positionLables|city|education|salary|workYear|firstType|secondType|formatCreatedTime|scrapeTime|description
8279|北京瑞酷创新科技有限公司|渡鸦科技|50-150人|成长型(A轮)|移动互联网,数据服务|2517570|爬虫工程师|全职|爬虫|北京|本科|8k-12k|1-3年|技术|后端开发|18:32发布|20170417|[\n,我们理想中的攻城狮是这样的：,\n,1、高智商、有创意（跪求碾压）,\n,2、技术强、算法优（黄金手指你懂得）,\n,3、激情足、创业狂（小宇宙爆发吧）,\n,4、格调高、有态度（懂得美与优秀，才会去追求与求索）,\n,5、善打团、常开黑（群殴总比solo来的过瘾）,\n,6、能力突出者可放宽录用条件,\n,\,\n,他、她、它所需要掌握的攻城技能：,\n,1、计算机相关专业，统招本科及以上学历，,\n,2、有扎实的计算机基础、熟悉常用数据结构、算法、设计模式，具有实际爬虫开发、内容提前工作经验2年以上,\n,3、至少熟练掌握Java／Python其中一种语言，良好的编码风格及编码能力,\n,4、熟悉搜索引擎和个性化推荐相关技术，精通主流分词算法、分类、提取摘要、大规模网页聚类、索引、检索等相关开发经验者优先。,\n,5、熟练使用Selenium，Phantomjs等，在动态网页抓取时的应用,\n,\n,加分项：,\n,•有过海量数据爬虫／搜索系统设计经验,\n,•熟悉基本的NLP概念和算法，有过分类／聚类等机器学习经验,\n,•在舆情领域开发过完整的爬虫平台,\n,•具有反爬虫实战经历,\n,•具备设计爬虫策略和防屏蔽规则能力,\n,\n,\n,我们能提供给各路大神、小仙的：,\n,\,\n,1、侨福芳草地办公室由国际知名团队设计，打造艺术和高品质环境；,\n,2、取之不尽喝之不竭的果汁、可乐、零食，偶尔还有阿姨的爱心水饺；,\n,3、好的办公环境不仅仅是宽敞明亮充满现代化气息的办公室，更是一群靠谱、志同道合的小伙伴。在这里都是思想伟大的人，你看到的、听到的、遇到的人都会给你惊喜；,\n,4、丰厚的薪酬待遇让你早日脱离备胎，走上人生巅峰，迎娶白富美；,\n,5、颜值担当负责定期按摩；五险一金（一金实缴）加补充医疗保险；,\n,6、语音指令“芝麻开门”的自制门禁系统、各种新奇好玩的小玩意，Geek精神在这里不只是说说而已,\n,\n\n]
15175|深圳市分期乐网络科技有限公司|分期乐|2000人以上|成熟型(D轮及以上)|移动互联网|2888815|高级后台开发工程师(爬虫方向)|全职|Java,python|深圳|本科|13k-26k|3-5年|开发/测试/运维类|后端开发|17:45发布|20170417|[]
33016|页码（北京）科技有限公司|Eyespage|50-150人|成长型(A轮)|移动互联网|3005422|爬虫工程师|全职|后端开发,Java,爬虫,大数据,数据,Python|北京|本科|15k-30k|3-5年|开发/测试/运维类|后端开发|1天前发布|20170417|[]
3564|同程网络科技股份有限公司|同程旅游|2000人以上|成熟型(D轮及以上)|旅游,电子商务|2856423|数据抓取（爬虫）工程师|全职|数据分析,数据,爬虫|苏州|大专|9k-18k|1-3年|开发/测试/运维类|数据开发|3天前发布|20170417|[]
115025|南京乐酷网络科技有限公司|乐酷科技|15-50人|初创型(天使轮)|移动互联网|2763800|爬虫开发工程师|全职|后端开发,爬虫|南京|本科|10k-20k|3-5年|开发/测试/运维类|后端开发|2017-04-13|20170417|[]
113466|浙江备胎金融信息服务有限公司|备胎金服|2000人以上|成长型(B轮)|移动互联网,O2O|2709988|高级爬虫工程师|全职|高级,金融,爬虫|杭州|本科|18k-25k|3-5年|开发/测试/运维类|数据开发|13:09发布|20170417|[]
43408|广州市原象广告有限公司|广州原象|150-500人|成长型(不需要融资)|电子商务|2500804|高级爬虫工程师|全职|爬虫,旅游,Java,保险,媒体,python|广州|本科|7k-12k|1-3年|技术|后端开发|18:54发布|20170417|[]
99307|深圳前海中科乐创基金管理有限公司|中科乐创|15-50人|初创型(不需要融资)|企业服务,金融|3013833|python/爬虫实习生|实习|实习,Python,爬虫|深圳|本科|3k-4k|不限|开发/测试/运维类|后端开发|10:41发布|20170417|[]
27967|广州聚房宝网络科技股份有限公司|聚房宝|150-500人|成长型(A轮)|移动互联网,数据服务|2791213|爬虫工程师|全职|数据挖掘,爬虫|广州|本科|10k-15k|3-5年|开发/测试/运维类|数据开发|2017-04-10|20170417|[\n,岗位职责：,\n,\n,1、参与爬虫系统架构设计、数据库设计；,\n,\n,2、负责网络爬虫的核心技术研究和开发，参与各种核心搜索策略、算法、数据聚类、重组的设计与开发；,\n,\n,3、设计策略和算法，提升网页抓取的效率和质量；,\n,\n,\n,任职要求：,\n,\n,1、2年以上Java、nodejs开发经验，熟悉常用的信息抓取策略和数据重组算法；,\n,\n,2、精通信息抓取和整合技术，从结构化的和非结构化的数据中获取信息，掌握正则表达式；,\n,\n,3、熟悉大规模网页爬取，深度网页爬取，熟悉Nutch、Scrapy、Lucene、Heritrix、Solr、Sphinx等工具优先考虑；,\n,\n,4、了解Mongodb、HBase、HIVE等NoSQL数据库，并至少精通一种关系型数据库的开发；,\n,\n,5、熟悉网络爬虫相关技术，如有分词、spider、分类、聚类、索引、检索等相关开发经验者优先。,\n\n]
8420|厦门拓客金融技术服务有限公司|拓客金融|15-50人|初创型(未融资)|移动互联网|2934739|爬虫开发工程师|全职|爬虫,Java|厦门|不限|4k-7k|1-3年|开发/测试/运维类|后端开发|2天前发布|20170417|[\n,工作职责：,\n,1.负责公司网络爬虫系统的开发和维护工作；,\n,2.设计各种策略和算法，提升爬虫的抓取效果；,\n,3.分析爬虫的技术缺陷，对爬虫做出合理的调整或改进。,\n,二、岗位要求：,\n,1.有扎实的java开发基础，或者实践经验，对网络爬虫感兴趣,\n,2.熟悉SSH等主流开源框架,\n,3.熟悉MySQL或同类关系型数据库,\n,4.熟悉httpclient、jsoup、webdriver、htmlunit、selenium等技术。,\n,5.爬虫开发经验者优先考虑,\n,6.精通Python相关开发的优先考虑,\n,7.精通Javascript相关开发的优先考虑,\n\n]
15217|北京优森移动互联网科技有限公司|优森移动|50-150人|成长型(不需要融资)|移动互联网|2934221|爬虫工程师|全职|资深,高级,Java,爬虫,分布式,python|北京|本科|20k-35k|3-5年|开发/测试/运维类|后端开发|2017-04-13|20170417|[\n,职位描述：,\n,--负责爬虫系统的架构设计与开发；,\n,--负责网页信息抽取、数据清洗等研发和优化工作；,\n,--负责爬虫核心算法的策略优化研究，提升网页抓取的效率和质量。,\n,\,\n,\,\n,职位要求：,\n,--本科及以上学历，2年以上开发经验；,\n,--熟悉整个爬虫的设计及实现流程，有从事网络爬虫,网页信息抽取开发经验，熟悉反爬虫技术,\n,--熟悉linux平台开发，掌握Python/C++/Java三种编程语言中的至少一种；,\n,--精通HTTP及TCP底层协议，精通正则表达式。,\n\n]
52978|上海优雅广告有限公司|优雅广告|50-150人|初创型(天使轮)|数据服务,广告营销|2800421|大数据分析爬虫开发工程师|全职|数据挖掘,大数据,爬虫|北京|大专|15k-30k|3-5年|开发/测试/运维类|数据开发|09:41发布|20170417|[\n,所要求的专业技能：,\n,\n,熟悉linux平台开发，Java、python开发经验；,\n,精通信息网络爬虫抓取和整合技术获取信息；,\n,熟悉Mysql，redis，mongdb三者至少之一，有过数据库调优和海量数据存储经验优先；,\n,\n,\n,工作经验及其它要求：,\n,\n,3年以上开发经验,\n,有过大型爬虫平台建设经验，每日50W条以上数据,\n,具有搜索相关技术研发经验者优先；,\n,具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先；,\n,有nutch，heritrix抓取经验或者分布式抓取经验者优先；,\n,熟悉搜索引擎和个性化推荐相关技术，精通主流分词算法、分类、提取摘要、大规模网页聚类、索引、检索等相关开发经验者优先。,\n,\n\n]
112346|深圳前海鹏元数据技术有限公司|鹏元数据技术|15-50人|初创型(天使轮)|数据服务,金融|2804303|爬虫|全职|高级,爬虫|深圳|大专|15k-25k|1-3年|开发/测试/运维类|数据开发|2017-04-10|20170417|[\n,岗位职责：,\n,1.负责设计和开发分布式的网络爬虫应用，进行互联网相关信息的抓取和分析；,\n,2.负责网页信息抽取技术的研究和开发；,\n,3.负责解决爬取过程中的各种反爬问题；,\n,任职要求：,\n,1、熟悉网页抓取原理及技术，熟悉基于Cookie的网站登录原理，熟悉基于正则表达式、Xpath、CSS等网页信息；,\n,2、精通Python/java编程语言，精通Javascript，对HTTP协议及HTML有深入的了解；,\n,3、精通正则表达式，用于从各种网络结构化和非结构化数据中抽取有用的信息；,\n,4、熟练掌握数据库开发，对数据处理和数据质量有较深认识；精通至少一种主流数据NoSQL、mysql数据库；,\n,5、熟悉httpclient、js,ajax,webdriver、htmlunit、Nutch、selenium、ETL、HtmlParser、Jsoup，webmagic等技术优先；,\n,6、有海量数据爬取经验者优先；有爬取过微博，微信，淘宝等平台数据优先；具有自然语言处理、机器学习背景优先。,\n\n]
126031|上海画龙信息科技有限公司|Datatist|15-50人|初创型(天使轮)|数据服务,广告营销|2547224|资深爬虫工程师|全职|爬虫|上海|本科|15k-30k|3-5年|技术|后端开发|16:09发布|20170417|[\n,岗位职责:,负责定向需求的爬虫系统设计；,数据采集、分析，参与业务流程的整合；,任职资格:,良好的Java/python编程基础，精通HTTP协议、正则表达式；,熟悉HTML、JavaScript以及网页开发和分析工具；,较强的团队协作和学习能力；,有Nutch、Scrapy、Hadoop等系统经验的者优先，了解Android、iOS应用开发者加分；,2-3年相关工作经验；,工作积极主动，有创业热情和良好的团队协作能力。,\n]
21643|北京融联世纪信息技术有限公司|融360|500-2000人|成熟型(D轮及以上)|移动互联网,金融|2424334|爬虫工程师|全职|爬虫|北京|本科|15k-30k|不限|技术|后端开发|13:16发布|20170417|[\n,岗位职责：,\n,1.,对指定的多个网站的网页进行页面抓取、数据提取；,\n,2.,负责特殊网页采集任务的分析及采集方案设计；,\n,3.,参与爬虫架构设计和研发，满足产品中数据抓取的要求；,\n,4.,参与爬虫核心算法和策略优化研究.,\n,任职要求：,\n,1.,本科及以上学历，计算机相关专业；,\n,2.,精通网页抓取原理及技术，能够从结构化的和非结构化的数据中获取信息；,\n,3.,具备2年以上Java、PYTHON或者PHP开发经验；,\n,4.,具备web挖掘等搜索引擎相关知识，有从事网络爬虫、网页去重、网页信息抽取的经验。,\n,5.,乐观向上，富有创业激情。,\n\n]
64166|大河网络传媒有限公司|大河网|150-500人|成长型(不需要融资)|文化娱乐|1546255|JAVA高级工程师、爬虫工程师|全职|爬虫,Java|郑州|本科|5k-9k|1-3年|技术|后端开发|1天前发布|20170417|[\n,岗位职责：,1.参与分布式爬虫和数据采集系统的架构设计和开发；,2.参与分布式爬虫模块服务架构和数据存储架构的设计和研发；,3.解决规模增长带来的技术和业务问题，确保提供高可靠数据服务,保证系统稳定、高效运行；,4.参与公司大数据仓库的设计，对外提供数据服务,任职要求：,1.2年以上互联网开发经验，精通java，有分布式开发经验；,2.熟悉大规模网页爬取，深度网页爬取，熟悉Nutch、Lucene、Heritrix、Sphinx、Jsoup等工具优先考虑；,3.熟练掌握MySQL数据库，熟练使用SQL；,4.有较好的应用系统设计和开发经验，良好的文档编写能力；,5.乐于学习新技术和总结经验，并能向团队分享；,6.善于沟通，有一定的抗压能力,\n]
113558|浙江帕摩数据科技有限公司|帕摩数据|15-50人|初创型(天使轮)|数据服务,移动互联网|2294075|爬虫工程师|全职|爬虫|杭州|本科|10k-20k|1-3年|技术|后端开发|14:20发布|20170417|[\n,\n,\n,岗位职责：,1,、参与公司针对网络数据爬虫产品的设计规划；,2、负责网络数据爬虫软件的设计、方案的编写以及软件框架的设计；,3、负责软件的爬虫软件的开发、技术指导以及分析软件业务需求的扩展；,\n,4,、负责数据爬虫软件的产品封装。,\n,岗位要求：,1,、具有数据爬取工作一年以上工作经验，能够独立完成网络数据爬虫软件的设计开发；,2、至少熟练掌握数据爬虫技术的一种，,WebCollector,、Python、go等；,\n,3,、具有大数据开发工作经验者优先考虑。,\n,\n\n]
87100|杭州信牛网络科技有限公司|信用管家|15-50人|初创型(天使轮)|移动互联网,金融|3001728|爬虫开发工程师|全职|高级,Java,后端,爬虫,python|杭州|本科|20k-35k|3-5年|开发/测试/运维类|软件开发|10:37发布|20170417|[\n,1、负责网络爬虫的功能开发及优化；,\n,2、实现大规模文本、图像、视频数据的抓取工作；,\n,3、优化系统性能，保证后台服务质量和性能；,\n,4、新技术的调研与引入。,\n,\n,岗位要求：,\n,1、3年及以上互联网产品服务端开发经验；,\n,2、对爬虫技术有所了解；,\n,3、熟练掌握Linux环境下Java语言进行业务开发，熟悉Tomcat、Spring等常用Web服务端开发技术,\n,4、熟练掌握网络编程与多线程编程，对TCP/IP/HTTP等协议了解比较深入；,\n,5、具有较强的编程能力，能够完成较复杂的交互流程设计和实现，具备良好的编程习惯，能够编写高质量技术文档；,\n,6、精通mysql数据库开发和JDBC编程，有iBatis实践经验者优先；,\n,7、pthyon经验丰富的亦可考虑。,\n\n]
141668|浙江同牛网络科技有限公司|同牛科技|150-500人|成长型(A轮)|金融|2968283|高级爬虫工程师|全职|高级,大数据,Java,算法|北京|本科|15k-30k|5-10年|开发/测试/运维类|软件开发|3天前发布|20170417|[\n,岗位描述：,\n,1，积极主动，对新技术保持好奇心；,\n,2，负责设计和开发分布式爬虫和数据采集系统，进行多平台相关信息的抓取和分析；,\n,3，负责与搜索技术相关的系统模块的设计、开发和维护工作，达到高效稳定的效果；,\n,4，负责网页信息抽取、数据清洗等研发和优化工作；,\n,5，设计爬取、调度和抽取算法，优化系统,\n,6，负责抓取数据的深刻提取和挖掘\,\n,\n,职位需求,\n,1，计算机相关专业本科及以上学历，3年以上爬虫开发、内容提取工作经验，精通java，有分布式开发经验；,\n,2，具有分布式爬虫系统框架设计能力，以及爬虫项目规划能力；,\n,3，熟练掌握MySQL数据库，熟练掌握goLang,java,python,scala,c++中的至少一种，有Hadoop、Spar、Redis经验优先；,\n,4，扎实的数据结构及算法基础，有较好的应用系统设计和开发经验，良好的文档编写能力；,\n,5，具有数据挖掘、自然语言处理、信息检索、中文分词背景者优先；,\n\n]
46588|广州唯品会信息科技有限公司北京分公司|唯品会（中国）有限公司|2000人以上|上市公司|电子商务|3008742|资深JAVA开发工程师（爬虫方向）(13343)|全职|专家|北京|本科|20k-40k|5-10年|开发/测试/运维类|后端开发|2017-04-12|20170417|[\n,\n,职位描述：,\n,1.\负责唯品会爬虫的页面垂直解析任务；,\n,2.\调研与应对各个网站的反封锁策略；,\n,3.\承担与其它部门部门爬取需求的对接工作；,\n,4.\承担大数据部门的其它任务。,\n,\n,职位要求：,\n,1.\本科以上学历，计算机相关专业，5年以上工作经验；,\n,2.\有基本的数据结构知识；,\n,3.\有基本的算法复杂度概念；,\n,4.\熟悉java语言、了解shell、了解python；,\n,5.\良好的代码组织能力、在设计模式、代码解耦合、代码减少重复度、代码规范方面有自己的体会与见解。,\n,\n,有如下技能更佳：,\n,1.\正则表达式、dom树结构、\jsoup、ajax；,\n,2.\聚类、分类等机器学习算法；,\n,3.\hadoop、spark、kafka、rabbitMq、redis、zookeeper等基础设施的使用经验。,\n,\n\n]
128065|深圳白骑士大数据有限公司|深圳白骑士大数据有限公司|15-50人|初创型(天使轮)|企业服务,金融|2795915|Java工程师（爬虫方向）|全职|Java,爬虫|深圳|本科|8k-15k|1-3年|开发/测试/运维类|后端开发|3天前发布|20170417|[\n,岗位职责：,\n,1.负责爬虫或爬云项目开发；,\n,2.协助架构设计师完成系统总体设计；,\n,3.负责某个具体模块的设计、开发、单元测试、维护；,\n,\,\n,任职要求：,\n,1.计算机相关专业本科及以上学历，1年以上J2EE开发经验；,\n,2.熟悉Dubbo，SpringMVC，MyBatis，Freemarker等开源框架；,\n,3.熟悉webmagic爬虫框架，熟悉http协议；,\n,4.熟悉关系型数据库，有使用Oracle,Mysql的实际经验；,\n,5.熟悉非关系型数据，有redis、ssdb、mongodb实际经验者优先；,\n,6.熟练Maven，Git，单元测试等工具；,\n,7.熟悉Linux常用命令，了解Shell；,\n,8.具备较强的责任心，创新意识，能接受持续交付的工作环境。,\n\n]
122289|超对称（北京）科技有限公司|超对称|少于15人|初创型(天使轮)|移动互联网,企业服务|1678639|高级爬虫工程师|全职|爬虫|北京|本科|15k-25k|3-5年|技术|后端开发|2017-04-10|20170417|[\n,职责：,负责超对称分布式爬虫系统的核心技术研究、架构开发,研究各种网页、app接口，探寻特点和规律,研发核心算法，提升爬虫系统的稳定性、可扩展性,攻破各种反爬虫,要求：,三年以上网络爬虫研发经验,精通Python，熟悉Scrapy，Pyspider框架,熟悉算法和数据结构,有如下任一经验者优先：js,\css,\ajax,\xpath,htmlunit,\selenium，mongodb,有过电商平台爬虫经验者优先,\n\n]
107423|车好多旧机动车经纪(北京)有限公司|瓜子二手车直卖网|2000人以上|成长型(A轮)|O2O|3018195|爬虫工程师|全职|高级,爬虫,php,Java|北京|本科|20k-40k|不限|开发/测试/运维类|数据开发|3天前发布|20170417|[\n,我们是处于快速发展期的行业独角兽，A轮融资2.5亿创行业之最，目前正在扩充核心技术和产品团队，急需最高端的瓜子仁和我们一起勇攀高峰，创造奇迹。这里有最顶尖的技术团队、最好的个人发展平台以及给力高薪，足够优秀的公司需要足够优秀的你，期待你的加入。,\n,\n,岗位职责：,1.负责数据采集，参与爬虫架构的设计与研究；,2.编写新的数据抓取程序，提高网页抓取的效率和质量等问题；,3.参与爬虫核心算法和策略优化,熟悉采集系统的调度策略；,4.负责网页信息抽取优化;登录抓取,5.负责抓取后的相关数据清洗工作,任职资格：,1.计算机相关专业,精通数据结构和数据算法；,2.熟悉基于正则表达式、XPath、CSS等网页信息抽取技术,3.熟悉熟练使用python,了解scrapy框架；,4.熟悉网页抓取原理及技术,熟悉基于Cookie的网站登录原理,熟悉基本网络协议,5.熟悉关系型和非关系型数据库,6.熟悉分布式系统的设计和应用,7.有良好的沟通和学习能力、有较强的团队协作能力以及快速解决问题的能力。,8.加分项:有爬虫经验,golang使用经验,有app抓取经验优先,\n]
3786|普信恒业科技发展（北京）有限公司|宜信|2000人以上|上市公司|移动互联网,金融|2962761|Java工程师（爬虫方向）|全职|中级,大数据,数据挖掘|北京|本科|15k-30k|3-5年|开发/测试/运维类|数据开发|3天前发布|20170417|[\n,工作职责：,\n,1、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析；,\n,2、负责网页信息抽取、数据清洗、入库等研发和优化工作；,\n,3、负责抓取数据的深度提取和挖掘。,\n,\n,任职要求：,\n,1、3年以上开发经验，熟悉linux平台，熟练使用Python或Java进行开发；,\n,2、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息；,\n,3、熟悉Mysql，有过数据库调优和海量数据存储经验优先；,\n,4、有大数据平台开发、数据挖掘、自然语言处理、信息检索、机器学习背景者优先；,\n,5、国家统招本科以上学历\。,\n\n]
21218|通联数据股份公司|通联数据|150-500人|成长型(不需要融资)|金融|2503417|爬虫开发工程师|全职|爬虫|南京|本科|8k-16k|1-3年|技术|后端开发|2017-04-05|20170417|[\n,岗位职责：,\n,1.负责核心爬虫系统设计和开发实施，编写相关技术文档。,\n,2.负责优化网络爬取性能和质量，解决爬虫过程中的疑难问题。,\n,3.负责爬取数据的解析入库，爬虫系统的监控和异常警报。,\n,\n,任职资格：,\n,1.精通http协议，各种web认证机制，熟悉常见的爬虫/反爬虫策略者优先。,\n,2.熟悉大规模网页爬取，深度网页爬取，熟悉Nutch、Lucene、Heritrix、Solr、Sphinx等工具或有实际的爬虫项目经验者优先。,\n,3.2年以上java/python开发经验，掌握Spring、Mybatis等常见web开发框架，熟悉正则表达式/Xpath，有较强的系统维护能力。,\n,4.熟悉MongoDB等nosql数据库、RabbitMQ等消息队列优先，熟悉金融证券业者优先。,\n,5.有业务监控系统项目经验者优先。,\n,6.工作细致，有很强的学习能力和团队合作精神。,\n,7.本科统招，211学校及以上，计算机相关专业。,\n\n]
38313|华兴泛亚投资顾问（北京）有限公司|华兴资本|150-500人|成长型(不需要融资)|金融|3016429|爬虫工程师/经理|全职|中级,初级,爬虫,数据分析,算法,推荐|北京|本科|15K-30K|3-5年|开发/测试/运维类|数据开发|3天前发布|20170417|[\n,华兴资本TMT直投基金,\n,爬虫工程师/经理,\n,#北京三里屯附近,\n,\n,职位描述：,\n,1、参与爬虫系统的架构设计与开发；负责网页信息抽取、数据清洗等研发和优化工作,\n,2、参与爬虫核心算法的策略优化研究，提升网页抓取的效率和质量,\n,3、建立目标公司或行业相关的数据统计、数据抓取、数据分析和数据挖掘体系，为投资决策提供数据分析支持,\n,4、独立研究数据挖掘模型，参与数据挖掘模型的构建、维护、部署和评估，引入数据分析方法及模型到实际分析工作当中,\n,岗位要求：,\n,1、本科及以上，计算机相关专业。工作认真细致踏实，学习能力强，以解决技术难题为乐趣，有想法，敢于挑战,\n,2、熟悉linux平台开发，掌握C++/Java两种编程语言中的至少一种,\n,3、具备扎实的数据结构与算法功底，熟悉TCP/IP、HTTP、UDP等网络协议,\n,4、有网络爬虫、信息抽取等相关经验者优先；熟悉PySpider、Pholcus中的一种或多种开源技术优先,\n,5、熟悉搜索引擎和个性化相关的机器学习算法优先,\n,6、有分词、分类、提取摘要、网页聚类、检索等相关开发经验者优先,\n]
166345|杭州绿湾网络科技有限公司|绿湾|50-150人|成长型(B轮)|企业服务,数据服务|2812496|爬虫工程师|全职|高级,Python,爬虫|杭州|本科|35k-45k|5-10年|开发/测试/运维类|后端开发|2017-03-19|20170417|[\n,岗位描述：,\n,-负责垂直领域的定向爬虫引擎开发及优化工作,\n,-实现数据抓取分析系统的架构设计及核心算法,\n,-负责数据抓取及数据清洗工作,\n,岗位要求：,\n,-热爱技术专研，对爬取技术，探索未知领域有浓厚兴趣,\n,-熟悉HTML，熟悉HTTP协议，熟悉正则表达式网页解析,\n,-熟悉分布式存储的原理，掌握一种或多种分布式存储系统的使用,\n,-熟练掌握Python、Java/Scala、C/C++、PHP、Golang、Javascript中任意一门语言，掌握多门语言者优先,\n,-优先项：对数据敏感，有数据建模、分析和挖掘相关经验优先,\n,-优先项：有node.js开发经验者优先,\n\n]
9417|杭州泰一指尚科技有限公司|泰一指尚|150-500人|成熟型(C轮)|移动互联网,硬件|1870152|爬虫工程师|全职|爬虫|杭州|大专|13k-25k|3-5年|技术|后端开发|2017-04-13|20170417|[\n,岗位职责：,\n,1、参与爬虫系统的架构设计与开发；\,\n,2、具有实际爬虫开发、内容提取工作经验2年以上；\,\n,3、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析；,\n,4、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；\,\n,5、能独立解决实际开发过程碰到的各类问题；\,\n,\n,\n,任职资格：,\n,1、熟悉linux平台开发，3年以上Java开发经验；\,2、精通信息抓取和整合技术，从结构化的和非结构化的数据中获取信息；\,3、熟悉Mysql，redis，mongdb三者至少之一，有过数据库调优和海量数据存储经验优先；\,4、具有搜索相关技术研发经验者优先；\,5、具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先；\,6、掌握多种解析具Jsoup、Xpath、Beautifulsoup、htmlparser、正则有nutch，heritrix,jsoup抓取经验或者分布式抓取经验者优先；\,7、掌握简单的验证码识别技术、AJAX网页采集技术\以及爬虫高并发技术，流式处理。,8、掌握分布式爬虫（任务同步），爬虫部署（采集任务管理，调度）\,\n\n]
113085|广州迈傲信息科技有限公司|迈傲科技|15-50人|成长型(A轮)|移动互联网,数据服务|2735224|爬虫工程师|全职|数据挖掘,爬虫|广州|大专|7k-13k|3-5年|开发/测试/运维类|数据开发|2017-04-13|20170417|[\n,职位职责：,1、负责开发网页数据的自动化爬取脚本程序及自动化解析脚本程序；,2、负责清洗、分类已解析的互联网数据；,3、负责自动化数据解析系统的部分模块开发；,4、参与核心爬虫系统架构设计、数据库设计；,5、分析爬虫系统的技术缺陷，对策略架构做出合理地调整和改进。,任职要求：,1、计算机、软件、电子信息等相关理工科专业，2年以上相关工作经验；,2、熟悉python爬虫开发，熟悉常用的信息抓取策略和数据重组算法；,3、了解Mongodb、HBase、HIVE等NoSQL数据库，并至少精通一种关系型数据库的开发；,4、熟悉大规模网页爬取，深度网页爬取，熟悉Nutch、Scrapy、Lucene、Heritrix、Solr、Sphinx等工具优先考虑；,5、熟悉网络爬虫相关技术，如有分词、spider、分类、聚类、索引、检索等相关开发经验者优先；,6、热爱软件编程，愿意与人分享专业知识和经验。,\n]
176986|深圳瑞银信信息技术有限公司|瑞银信|2000人以上|成熟型(不需要融资)|移动互联网,金融|2922538|爬虫工程师|全职|爬虫,数据挖掘,Java,python|北京|本科|15k-30k|1-3年|开发/测试/运维类|数据开发|2017-03-31|20170417|[\n,岗位职责：\\\\\\\\\\\\\\\1、负责公司爬虫架构的搭建；,\n,2、负责多平台信息爬取和页面内容的提取分析；,\n,3、把握网络爬虫的核心技术研究方向；,\n,4、维护和优化现有的爬虫策略。\\,\n,\n,岗位要求：\\\\\\\\\\\\\\\1、本科及以上学历，数学或计算机专业；,\n,2、实际爬虫开发、内容提取工作经验；,\n,3、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息；,\n,4、能独立解决实际开发过程碰到的各类问题；,\n,5、精通Java或Python编程语言；,\n,6、有过海量数据爬取经验者优先；,\n,7、精通Linux命令、脚本编写者优先。,\n\n]
150868|CMC Wiseme HK Limited|CMC|50-150人|成长型(不需要融资)|移动互联网,文化娱乐|2955336|爬虫工程师|全职|高级,爬虫,PHP,后端,Python,网站开发|上海|本科|20k-25k|3-5年|开发/测试/运维类|后端开发|2017-03-27|20170417|[\n,岗位职责：,\n,1.\负责中大型网站的后台开发及优化,\n,2.\开发互联网视频业务网站,\n,3.\负责互联网内容抓取服务,\n,\,\n,任职要求：,\n,1.\精通PHP网站开发语言,\n,2.\熟练LAMP,Nginx网站开发架构,有4年以上开发经验,\n,3.\熟悉PHPCMS,BBS,微信公众号业务，具有CMS后台开发经验,\n,4.\熟悉AWS,AliYun等主流云服务器开发，1年以上开发经验,\n,5.\熟练HTML5开发语言及特性，有jQuery,CSS3,bootstrap等2年以上前端开发经验,\n,6.\熟悉网站缓存Cache特性，如Redis,memcache等相关技术,\n,7.\熟悉MVC网站设计及开发模式，或相关框架开发经验,\n,8.\熟悉MySQL查询语言的编写和优化方法,\n,9.\具有大型网站开发及优化的经历者优先,\n,10.\具有较强的分析和解决问题的能力，具备良好的团队合作精神,\n,11.\具备较强的学习能力和主动性，有良好的时间和流程意识,\n,12.\本科或以上学历，计算机相关专业者优先,\n\n]
