zl_co_id|zl_co_name|zl_co_tags|zl_co_website|zl_co_type|zl_co_ee_size|zl_co_address|zl_co_desc|zl_update_time
[%%COMPANYNUMBERTEM_HTML%%]|深圳市惠民通配件有限公司|私营||私营|1-49人||惠民电脑专业电脑维修工具配件销售，主要销售平台为阿里巴巴和淘宝！ 现在是网络时代，大家越来越喜欢到网络购物！你或许在上面买过宝贝，但你会卖吗？给你一款产品你能卖成爆款吗？同样一款产品，有的商家可以一天销上千件，而有的商家几个月也销不出一件，这就是销售技巧！惠民电脑两年内冲上三皇冠，不算太好，但也多多少少积累了一些经验！ 如果你想进入这一个行业，我可以给你提供一个学习平台！你跟我学习销售电脑配件，以后你要销售衣服，化妆品，一样的也会轻车熟路！|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳市源动力饮食文化传播有限公|私营||私营|1-49人||公司成立于1998年，专门经营时尚流行小吃和饮品。生意非常火爆。公司的目标：让每个勤奋上进的员工能够拥有自己的店面。。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳市泰诺科技有限公司|股份制||股份制|1-49人||深圳市泰诺科技有限公司|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳市织梦人科技有限公司|私营||私营|50-99人||深圳市织梦人科技有限公司欢迎您加入|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳市自闭症研究会|非营利机构||非营利机构|50-99人||深圳市自闭症研究会创立于2001年7月，当时国内自闭症人士的康复服务严重缺乏，一群自闭症儿童的家长不畏艰辛自发组织“深圳孤独症人士家长资源中心”，通过活动不断地顺利开展与社会资源的整合，逐渐形成了较广泛的社会支援网，为促进自闭症人士的成长与发展作出了巨大的贡献。2005年1月在深圳市民政局登记注册成为非营利民间社团。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳微图科技有限公司|私营||私营|100-499人||成都微图视讯科技有限公司是一家极具实力的专业商用液晶显示产品提供商，公司专注于液晶视讯产品、网络多媒体发布系统的研发、设计、生产、销售和工程于一体，主要经营范围有安防液晶监视器、大屏幕液晶拼接墙、多媒体液晶广告机（数字标牌）、交互式液晶电子白板、触摸查询一体机、触摸互动茶几、透明液晶屏展示柜、裸眼3D液晶显示器、广电广播级液晶监视器等产品，尺寸覆盖5-84寸全系列产品，公司可以提供各种商用液晶显示产品按需定制、满足个性化需求 。 成都微图视讯科技有限公司有一支专业敬业、即时响应的高效客户服务队伍，为客户提供包括产品咨询、工程安装、技术支持和设备维护等全方位的贴身服务，成都微图视讯的全线系列产品已广泛用于政府机关、公安消防、银行、电子通信、能源矿产、娱乐传媒、商业商场、车站码头、楼盘会所等各个行业领域。 微图品质，无微不至，精益求精，追求卓越，成都微图视讯科技致力打造中国商用液晶显示产品及解决方案品牌供应商！ |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳西通教育科技有限公司|个人企业||个人企业|50-99人||深圳市西通教育科技有限公司是一家提供TOEFL, SAT，IELTS等高端留学考试培训以及全球顶级院校申请服务为主的教育咨询机构，旗下拥有培训行业顶级的名师团队和阵容强大的留学申请服务团队。 作为深圳第一家提供上门服务专业的留学考试培训机构，我们坚持系统化，思维化，实用化，时效化的教学理念。通过独创的思维训练体系，改善学生的思维习惯，提高时间利用率，达到提高考试应变能力以及精英人才所必需的高效管理能力。同时，我们提供申请规划，考试培训，个性化文书写作等留学整体解决方案。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳新创电脑制造有限公司|私营||私营|50-99人|| 深圳新创电脑制造有限公司是一家以计算机网络终端产品及数码娱乐产品开发、生产、销售、服务为一体的专业化公司。公司不仅拥有专业的研发工程技术和先进的生产技术，还拥有一支经验丰富的管理团队和一支年轻的高级专业人才队伍。 公司致力于高新技术产品的开发、生产和销售，弘扬“创新、求实、拼搏、奉献”的企业精神，努力为客户提供优越的服务和优质的产品。 　　公司开发生产的“microstation网络电脑终端”，能使一台主机架设出多个多媒体工作平台，每个工作平台都拥有单机一样的使用效果，让用户的电脑升级换代节约85%的资金，使用户电脑化的总成本降低60%以上。 　　本公司长期寻求各地区产品代理商，并提供数码产品的OEM及ODM服务,可提供完整的产品解决方案，欢迎国内外经销商合作加盟，双赢合作，携手共进。 　　microstation系列网络终端机，是引进德国最新“Mult-usersystem“技术，由我们集成并推广的企业最新省钱方案。它是将一台普通电脑转化成服务器，每个终端配上输入输出设备。它使一台主机同时提供1-32个用户，同步现实电脑的各种基本操作和功能，且每人用户都拥有单机一样 .1-32个用户 [查看全部] 能同步独立运行。充分调度、利用系统的现有资源，实现集中式管理，资源共享和基于用户权限的管理相结合,降低硬件设备（主机、网络等）、操作系统及运用软件的采购成本，系统免维护、免升级、占用空间小，大幅度减少资金的投入。充分节约能耗，绿色环保，减少散热、电磁辐射量和病毒入侵点，充分利用旧有计算机设备改造，延伸输入输出设备的使用寿命。 　　 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|沈阳东方家具有限公司|私营||私营|50-99人||沈阳东方家具制造有限公司，创建于1990年，总投资4500万元，位于辽宁省沈阳市浑南高新技术产业开发区。主要从事实木家具系列、板式办公家具系列、屏风系列、沙发系列、座椅及钢制家具的设计、生产及销售。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳亿兴诺科技有限公司|私营||私营|1-49人|| 兴诺国际发展有限公司，成立于2008年05月，随着公司的不断发展壮大吸引了越来越多有志之士的加入，Esino在深圳设立了分公司，深圳亿兴诺科技有限公司。 我们拥有先进的技术平台和经营理念，主要从事高新电子产品的国际采购代理、质量检测、仓储和物流服务，随着经济的全球化，国际间的经济贸易往来越来越频繁，跨国采购逐渐成为全球资源优化配置的重要方式，中国作为全球的生产制造基地，特别是深圳作为亚洲最大的IT、电子、数码生产基地，是全球众多贸易商的进口地，但是，由于对别国市场的不了解，加上地理限制、语言差异等因素，跨国采购要承担很大的风险且效率较低，凭借我们完善的电子网络平台、多年积累的电子类产品供应商资源、专业的Sourcing团队，我们可以为您提供专业、可信赖的国际采购服务。同时，我们拥有一批专业的质检、仓储管理、和物流管理队伍，我们已经跟DHL、FedEx、UPS、TNT、EMS等国际大型的快递公司保持着良好的长期合作关系，因此，我们可以为客户提供产品出口的检验及质量控制服务及综合成本最优化的物流解决方案。 长久以来我们坚持“以人性化管理”为管理原则，因为我们坚信人才是企业的核心竞争力，因此 [查看全部] ，我们尊崇每一位人才，积极实施“人力资源配备最佳化、个人价值实现最大化”的人才战略，以实现“人尽其才、物尽其用”的目标。 亿兴诺提供给员工的不仅仅是和谐融洽的工作环境，更是一个公平合理的发展平台，而希望大家通过这一平台成就一个光荣远大的梦想、一段激情快乐的旅程，和一份受益终生的收获。 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|沈阳趣相世界展览有限公司|中外合资/合作||中外合资/合作|1-49人|| 沈阳趣相世界艺术馆坐落于沈阳大悦城D座负一层，展馆占地面积1500余平，是韩国著名连锁错觉主题公园艺术馆——爱来魔相艺术馆在全球开办的第16家超大型主题展馆。展馆整体由韩国设计师团队精心设计，重磅打造东北首家恐龙主题乐园，让人重回侏罗纪，一睹复活的恐龙帝国的风采。 “好玩•有趣•奇妙”是趣相世界给世界各地游客最真实直接的感受。我们不断创新，不断突破想象，重新定义了“玩”的概念，将现实与艺术完美融合，将错觉艺术新玩法，呈现给每一个爱玩、会玩、想玩的人。 沈阳趣相世界艺术馆共分为三大主题区，分别是3D作品摄影区、恐龙主题乐园区、监狱迷宫冒险区。另外趣相世界艺术馆还为大家准备了咖啡厅休息区及纪念品专卖区。 这次，设计师们打破传统3D虚拟艺术，3D作品摄影区中，将实物与画面，现实与艺术完美结合，给人以强烈的视觉冲击力与想象力，让人能触得到的“真•3D”艺术体验。 恐龙主题乐园区，让人回到恐龙时代，还原恐龙帝国。恐龙主题乐园力求还原侏罗纪时代恐龙生活的场景，每条恐龙都有不同的特点，它们可以摇头摆尾，舞动爪臂、张开大嘴，宛如复活一样。 全国首家监狱主题迷宫，开辟迷宫冒险主题先河，为喜爱迷 [查看全部] 宫的朋友们带来全新的游玩体验：双层复式结构的超大空间，错综复杂的迷幻探索， 为游客带来亦真亦假的越狱之旅。 展馆内的咖啡厅及纪念品商店，咖啡厅为游客提供了美味可口的饮品，为游客提供休息之余还能购买到来自韩国本土的纪念品。为喜爱韩国文化的朋友们提供了一个交流的平台。 沈阳趣相世界艺术馆还为中韩文化交流提供了一个良好的平台，探索3D文化产业新道路，将引领中韩3D文化创意产业走向新的巅峰。 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|沈阳天工软件|股份制||股份制|50-99人||如果可以做这个工作，那么就需要你每天业余兼职了，可以增加你的部分收入，如果你在俄语的提高阶段，对你的俄语水平也是一个提高的最好机会了。可以网络兼职的。 公司为正规企业，需要营业执照和税务执照的可以联系我们索取。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|沈阳喜洋洋工作室|私营||私营|1-49人||本公司是一家庆典服务公司，服务大众，美化生活。本着美创造一切，一切创造美的气节。愿与各位同道之士共同创造美好的未来！|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|升乐源科技|私营||私营|1-49人||手机游戏开发。 公司是一家专业从事手机软件、互联网技术开发和运营的公司。酷米始终坚持以产品创意和技术创新为核心，为用户提供有趣味、方便、快捷的产品和服务，并已开发出了一系列具有自主特色的产品，深受广大用户的喜爱。 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|深圳艺之峰装饰工程有限公司|私营||私营|1-49人||深圳艺之峰装饰工程有限公司成立於2000年，经深圳市建设局首批核准注册的专业深圳装饰公司。是深圳装饰行业协会会员单位、深圳市优秀装饰企业、深圳放心装修公司、绿色环保企业。公司主要致力於深圳办公室装修、深圳写字楼装修、深圳厂房装修、深圳家庭装修、深圳店铺装修等各类室内外工程设计与施工。 公司下设：业务拓展部、AE部、设计部、工程部、质检部、财务部及材料配送中心等部门，各部各司其职，团结协作，应用科学、规范技术和ISO9001标准质量体系管理方法，为各界客户提供优质、高效的服务。 公司多年来秉承“设计为先，质量为本，诚信服务”的经营理念，树立了“诚信，务实，高效，奋进”的企业形象。公司拥有一批高素质专业设计人员，以“倡导设计，拒绝平庸”的设计理念，带给客户全新的高品位感受。工程施工实现了“统一的施工工艺，统一的材料配送，严格的验收标准”。 　高品位的设计和精细规范的施工、诚实守信的服务及绿色环保，铸就了“艺之峰装饰”今日的品牌。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|升泰家政|私营||私营|100-499人||我公司现有大批不住家和住家服务员。白班，钟点工，小时工。做饭、打扫卫生，接送孩子。 1、保姆：家务、洗衣、做饭、照顾老人、病人护理、接送孩子，带小孩。 2、白班保姆：早来晚走，家务、洗衣、做饭、照顾老人、病人护理、接送孩子、带小孩。 3、催乳师：产妇乳房护理，揉奶、开奶。 4、保洁:小时工、新居开荒、日常保洁。 5、钟点工：上午或下午，做饭、打扫卫生、带小孩子、照顾老人：小时工、新居开荒、日常保洁。 6、一般家务：清洁屋内卫生，包括地板、家居及各个角落，清洁厨房、洗衣、做饭。 7、家庭做饭：负责大平米卫生和家庭菜肴采购、制作南北菜煲汤以及餐后的整理工作。 8、公司做饭：为企业提供工作餐服务。 9、其他：包括家居保洁、新居开荒、家俬保养、公司保洁等服务。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石河子市天互文化传播有限公司|私营||私营|1-49人||石河子市天互文化传播有限公司专注于本地互联网信息服务和本地商业活动策划服务，欢迎您加入天互大家庭。 石河子市天互文化传播有限公司专注于本地互联网信息服务和本地商业活动策划服务，欢迎您加入天互大家庭。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|盛高置地|私营||私营|100-499人||无锡盛联项目,地理位置优越，升值无限。原振兴纱厂旧址位于城外古运河西南岸，共计4座建筑或构筑物。属于工业遗产类文物|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄埃特工程机械有限责任公司|私营||私营|50-99人||石家庄埃特工程机械有限责任公司是综合性设备生产企业。目前专业生产气动锚杆钻机、气动手持式钻机、岩芯钻机、实验室实验装置、小型自动化仪表控制及精密机械加工及制造的专业化公司地处石家庄市长安区翟营北大街28号，公司注册资金500万元人民币，占地面积13000平米。我公司制作各种实验设备的技术已处于国内的领先水平，在小试设备和中试研发领域取得非凡业绩，可为用户提供全套装置,公司生产的主要产品有：　　流化床反应器、固定床反应器、微反应器、加氢反应装置、常减压精馏装置、气相催化实验装置；　蒸发结晶过滤干燥四合一、　小型结晶器、实验型结晶器、小型蒸发器、实验型蒸发器、小型浓缩器、实验型浓缩器；小型过滤器、实验型过滤器、小型干燥器；实验型干燥器、不锈钢移动实验台、不锈钢固定实验台等；　　产品广泛应用于各科研院所、大专院校以及化工、制药、染料、食品及生物化工等.|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|沈阳奥文门窗有限公司|个人企业||个人企业|50-99人|| 沈阳奥文门窗有限公司成立于2004年3月28日，总部坐落于沈阳经济技术开发区，是一家集科研、生产为一体的专业生产工业门窗及配件的企业。我们致力于产品节能低碳工艺技术的研究开发，现已拥有多项国家专利技术。 公司主创产品有多种类型系列的工业门五金配件。配件规格齐全，设计精致，制造精良，即能够满足各种类型工业门安装生产需求，也能满足大型吊挂式生产线、烤漆房的安装生产需求。公司门类产品包括机电一体化的工业平开门、推拉门、折叠门、提升门、悬浮门、车库门、各种非标大门同时还生产机库大门和船舶厂房大门。门类产品中有最新开发研制的新型断热不锈钢门,它不仅保温、防盗防爆，其断热、环保节能特性更使其成为当今门窗行业的佼佼者。公司窗类产品包括彩板窗、钢天窗、中悬窗、百叶窗、立转窗以及科研、军工行业不同需求的特种窗 多年来公司以市场、客户需求为导向，紧抓生产促进研发，以服务社会、回馈社会为宗旨，努力拓展业务范围、完善服务体系，不断加强企业内部管理，提升企业核心竞争力。为将“奥文”打造成全国知名的企业而努力，为社会进步和经济发展担负起奥文人应有的社会责任。 公司地址：沈阳市经济技术开发区沈西六东路5号 乘车路线 [查看全部] ：地铁一号线十三号街站A口下车，乘160公交车沈西五路站下车， 向前行至沈西六东路右拐100米。 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|晟煌餐饮有限公司|私营||私营|1-49人||公司主要以餐饮为主，经过几年的辛勤努力，公司已诚信敬业、创新求实的理念的指导下，已得到业内的好评，爱岗敬业，乐于奉献的企业文化已深入员工的内心，在这样的环境下吸引了大批优质人才，为客户提供优质的餐饮服务打下优质基础。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄感动商贸有限公司|私营||私营|1-49人||诚邀志同道合之士加盟，孕婴行业知名品牌运营：迪士尼童装、迪士尼儿童用品、添香防辐射服、宜栖孕妇内衣、美丽孕季孕妇装的等。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄海纳网络技术有限公司|私营||私营|1-49人||石家庄海纳网络技术有限公司成立于2009年6月份，公司主要以网站建设网站、推广为主，公司旗下有自己独立开发的网站系统。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄江南房地产开发有限公司|上市公司||上市公司|50-99人||江南房地产开发有限公司成立于2002年6月，注册资金1000万元人民币。目前主要负责进行石家庄“江南新城”项目的开发建设。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄森康医疗器械有限公司|私营||私营|100-499人||建立5周年|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄市嘉家好房源房产公司|私营||私营|1-49人||本公司隶属于好坊缘集团，属于好坊缘二手房公司，市区店面20家，二手房公司已经创立5年，现因扩大经营，急需一批有理想，有抱负，敢于挑战高薪的有志之士，加盟好坊缘，创建我们共同的事业！|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄市裕华区东岗怡园米莎贝尔糕点屋|私营||私营|1-49人||2009年——在中国第十五届中秋文化节上，被中国焙烤食品糖制品工业协会评为：“2009中国优质月饼”；经中华人民共和国农业部、中华人民共和国卫生部、国家工商行政管理总局、国家质量监督检验检疫总局、中国企业联合会审查，被评为“2009年度全国食品安全示范单位”。 2010年——位于石家庄南三环占地百余亩的工业园区建成投产，花园式、现代化、综合化的园区年生产能力达到数万吨、年产值上亿元。意味着米莎贝尔不仅能满足河北市场的需求，而且有望实现在全国市场的战略性扩张，也将创建一个现代化多功能与传统食品文化大融合的旗舰型工业园。该项目被评为“河北省重点项目”，得到了省、市、县各级领导的大力支持。 2011年——米莎贝尔科技产业园投产，占地109亩，年产功能食品、月饼、面包、蛋糕、冰品、素食17800吨，年产值上亿元。米莎贝尔与市农科院、河北科技大学、河北师范大学等科研院所进行紧密的“校企联合”，从小麦品种的研发等方面进行产业链的完善，并将小麦中试实验室搬进园区，各生产环节透明化、安全化、规范化地呈现出来，将为营造省会食品安全贡献一份力量。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄市丽源羽绒有限公司|私营||私营|50-99人||我公司主要从事电子商务。 我们是一支团结的团队，和谐稳健的发展着，诚邀您的加盟！公司介绍我公司成立10余年，主要从事网页设计，软件开发等，互联网的电子商务，诚聘有识之士加盟。工作地点：在世纪公园附近，33路6路73路等多条公交线路可直达。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄中尚服装服饰有限公司|私营||私营|1-49人||石家庄中尚服装服饰有限公司注册资金50万，成立于2010年，是一家从事服服饰批发销售的专业公司。公司在石家庄代理多个国内知名服装品牌，比如达衣岩、芭依璐、女子会舍等。为了在石家庄拓展业务需要，招聘优秀导购加盟公司，共同开拓业务，公司将为员工提供良好的薪资待遇和发展空间。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|时尚理念|私营||私营|50-99人||时尚理念发型文化工作室，创立于2006年公司以明确的发展方向，独有的经营方式，个性、专业的团队组合竞逐宿迁美发市场。优秀团队成功在宿迁美发界占据主导和引领地位。 2007年，成功举办了时尚理念周年庆典发型秀，为宿迁广大顾客朋友带来全新时尚前卫的感觉。我们本着对艺术的追求，对事业的执着，对顾客认真、负责的态度为您服务。取得了广泛顾客支持。 2008年，时尚理念文化工作室二店闪亮登场，并延续了总公司的服务宗旨，细致、热情的服务，给您家的感觉。全程定位式服务，让您感觉在轻松，愉悦的氛围中物有所值。 2009年 时尚理念发型文化工作室，荣获上海富康年终业绩华东地区银奖、套餐类银奖。 强大的技术团队力量支持.TONI&GU北京汤尼英盖-上海富康-VIDAL SASOON上海沙宣。技术总监总监在两期以上的课程，设计师至少一期课程，并周期考核升级。 专业先进的sqs数码陶瓷机。韩国sps蒸汽机，sos飞速加热器系列设备。 独有的顾客档案体系，真正完善客户的全方位需求。我们将创造更加舒适、热情、和强大的技术团队给您服务，延续我们独有的理念|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|世贸天街购物广场|私营||私营|50-99人|| 世贸天街位于市中心核心地段，占地近百亩，总建筑面积26万平米，是冀南地区最具代表性的城市综合体项目。项目集购物、餐饮、文化、娱乐、休闲、商务、旅游、居住等多种城市主流功能于一体，总投资12亿。项目分地上地下两部分，地下二层，地下负一层为全球最大的商业零售巨头沃尔玛。负二层为大型停车场，有1200多个机动车停车位，10000个非机动车停车位，是邢台目前已建、在建和拟建项目中停车位最多的一家。项目地上部分1-4层为大型商业，5-24层为邢台最高端的智能化写字楼、精装公寓、精品住宅、商务酒店。 项目有二大主力店，沃尔玛、横店院线,同时会有必胜客、麦当劳、星巴克等众多国际国内一流品牌进驻和加盟。其中名列世界500强榜首的沃尔玛是全球最大、世界最顶级的商业零售巨头，它的进驻将使项目品质全面升级。 沃尔玛的全球配送和采购体系，会为邢台带来来自世界各地的产品，使我们不出家门就能坐享世界繁华。同时凭借沃尔玛强大的平台优势，邢台的名优土特产品也会因此走向世界。 横店院线的进驻将使邢台可以同步世界享受到最潮流前沿的视听体验。9米挑高，超大巨幕、豪华装修、人性化服务、7个放映大厅，可容纳1300人同时欣赏好 [查看全部] 莱坞大片。 世贸天街双子地标高塔，邢台硬件最好、配套最全、服务最优的写字楼。城市天际线，依托邢台未来CBD发展战略和三年上水平的发展要求，打造总部基地，发挥总部经济集聚效应，延长产业链条。目前已有多家金融、证券、外地企业办事处达成进驻意向。 整个项目聘请了京城最顶级的物业管理团队——北京国贸进行全程物业管理，聘请了著名的商业运营团队进行整体商业运营。 目前项目已经全面开工建设，预计一期年底可以主体封顶，整个项目在2013年能够全面投入开业运营。世贸天街做为冀南地区最大的城市综合体项目，开业后可拉动每年至少几十亿元的消费，安排数万人就业，对促进招商引资、繁荣地方经济、引导消费潮流、方便百姓生活、完善城市配套、提升城市功能都将发挥重要作用。 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|世纪鸿蒙|私营||私营|1-49人||世纪鸿蒙（北京）文化发展中心是一家专业从事图书策划组稿发行的图书出版机构。是集选题策划、稿件研发、出版服务为一体的图书创意知名品牌机构。　　我们的策划组稿方向主要有社科励志、青少励志、家教少儿、职业培训、管理营销、财经股票、历史文化、生活健康、原创小说及个人企业家传记等。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|首品咖啡|私营||私营|50-99人||首品创始人曾旅居美国多年,游历欧洲各国,有感于全世界对咖啡的狂热,也看到国内消费者对咖啡的认同越来越高,越来越懂得品味咖啡,品味生活.于是2007年底首品咖啡成立，我们将国外的咖啡元素带入成都，致力于崇尚品味、时尚的人士提供高品质、健康的餐、饮和轻松、优雅的休闲环境。在我们看来咖啡不仅是一种饮品，更是一种文化，一种生活方式，生活态度。首品旗下两家分店即将开业！真诚欢迎业界精英加盟首品，共谋发展！这里能为想要发展的你，提供广阔的空间，只要你有足够自信，真正的有能力。以上人员一经录用，公司将提供系统培训、富有竞争力的薪资待遇、福利以及良好的发展机会、请有意者带上相关资料（身份证原件和复印件，一寸照片、学历证书）到青羊大道128号（博瑞都市花园对面，新的文化宫斜对面，从金沙车站走路十分钟）参加面试。搭乘502，801，319，100，81，83，405，339路公交车均可到达。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|世纪爱晚北京置业有限公司|股份制||股份制|50-99人||企业简介 世纪爱晚投资有限公司是由国家支持，以实现国家“老有所养，老有所医，老有所教，老有所学，老有所为，老有所乐”的老年事业发展为己任的大型投融资企业。公司开发运营的“爱晚工程”由民政部提供政策支持，由国家开发银行提供金融支持、由大型央企及具备实力的民营企业等参与投资。公司股东包括中国社会工作协会、中信国安集团、西部中彩投资有限公司等多家大型国际化公司联合组建而成。 世纪爱晚（北京）置业有限公司是“爱晚工程——香河国家养老示范基地“的市场化开发运营企业平台。由国家开发银行提供政策性金融支持，是目前国内最具潜力的一家全面促进中国社会化养老服务产业发展的综合性企业。公司作为“香河国家养老示范基地”的实施主体，将积极探索、建立一种具有我国特色的新型和谐的社会化养老模式。通过各地爱晚中心的建设、运营，推动爱晚事业的规模化发展，创建出养老行业的特色品牌，最终打造并成为一个社会化养老产业的龙头企业。 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|石家庄市鑫汇隆通信工程有限公司|私营||私营|100-499人|| 河北鑫汇隆投资有限公司，成立于2002年，公司注册资金6000万元 ，位于石家庄市经济技术开发区国际互联网产业园区内，拥有自有产权园区用地70亩，从事通信基础设施的投资、建设和运营。在河北省石家庄市等地区共投资6亿元建设城市地下通信管网，为智慧城市基础光网建设做出了重要贡献。 全资子公司石家庄市鑫汇隆通信工程有限公司拥有固定资产3亿元，具备通信工程相关资质和施工能力，先进的仪器设备和施工机械，承担大型通信工程施工建设，包括管道工程、光缆工程，电缆线路工程，用户接入网和电信支撑网工程。多年来在市区道路改造及市区架空线入地工程、地下管网建设中做出了多个高质量项目，得到了当地政府和广大电信运营商的好评。在石家庄市内共为“移动、联通、电信、铁通、网通、有线”六家通信运营商建设和维护管理地下通信管道数百公里。与市政各部门、通信公司及有关单位建立了良好的业务合作关系，成为各通信运营商通信管道建设的主要合作伙伴。 鑫汇隆紧紧把握城市化和京津冀一体化的发展机遇，不断延伸现有业务领域，积极探索北斗导航、卫星通信、智能交通技术在车联网、物联网、互联网领域的创新应用，同时拓展水务环保、电动汽车等领域 [查看全部] ，不断完善自身的业务体系。在现有业务基础上，公司努力推动北斗导航、城市光网、智能交通、电动汽车、智能水务环保向智慧城市的产业升级，开展对智慧城市业务的战略性布局，现已具备项目规划、项目投资、项目建设到项目运营的智慧城市综合服务能力，初步形成了开放共赢的智慧城市产业科技园雏形，为未来智慧城市的建设与发展打下坚实的基础。 鑫汇隆注重高端人才的培养和引进，以及先进技术的集成和创新。公司积极推动校企合作，与多所大学与学院签署协议或达成意向，在人才培养、项目合作、技术研发等方面展开合作。公司已与中植集团、IBM、中兴、华为、数字政通、上海华测、方正国际等多家企业签订战略合作协议，共同推动绿色智慧城市的协同创新与投资运营。 |'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|树工作室|私营||私营|50-99人||树工作室欢迎您加入|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|水洗厂|个人企业||个人企业|1-49人||标题：本公司拥有多台大型工业水洗、干洗、水处理设备，是集餐饮、客房、洗浴、工作服等布草洗涤于一体的大型综合性水洗厂。本公司位于平谷区，交通条件便利，服务周到，有专人专车配送。  主要业务范围： 餐饮行业：台布、口布、工服等清洗服务； 洗浴行业：浴巾、毛巾、浴服清洗消毒服务； 酒店客房：床单、被套等清洗消毒服务。 公司发展本着精诚合作，努力进取，踏踏实实做业务，真心实意广交朋友的原则，认真做好每一次洗涤业务，保质保量完成每一次订单。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|私家车带车求职|私营||私营|1-49人||沪牌风行商务车9-11座,住静安，航空座椅，中央空调，电动门窗，进口地毯，中控门锁.本人持A2照8年驾龄，熟悉江浙沪及周边地区道路，本人遵章守纪，吃苦耐劳，经验丰富。刚从世博会澳大利亚馆工程结束停下来,有6年在澳企工作经验，欢迎个人及单位来电垂询： 月租价5500元/月(包驾驶员工资,车辆保险及维修保养费用,不含油费过路费停车费)  日租价：350元／天（100公里8小时）超出2.5元／公里，20元／小时。半天280元（4小时50公里）。  浦东机场接送200元／次。 袁先生：|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|思源集团北京公司|股份制||股份制|1000人以上||思源经纪是中国房地产流通领域最优秀的综合服务商。以营销代理为主营，涵盖土地运营、营销顾问在内的地产流通领域全价值链服务业务。2000年起进京涉足房地产经纪业务至今，依靠品质化的服务不断赢得战略客户的青睐，已陆续为全国百强开发商的近千余项目提供营销服务。 思源经纪在全国范围下辖北京、成都、上海、深圳、天津、青岛、济南、南京、杭州、武汉、长沙、西安、重庆等二十二家城市公司及专业机构。现已成为华北地区及西部地区综合实力最强的经纪公司，2013年销售额近千亿，连续五年业绩复合增长率超50%。 思源的徽标为：SYSW1N，其中的 “1”代表勇于开拓、不断进取的“奋斗者”精神！多年来一直秉承“以客户为中心的高绩效组织”经营理念，践行“负责任、有追求”的核心价值观。通过商业模式和运营系统的创新整合，思源不断为客户提供优质、高效和完善的专业化服务，践行“优秀企业、百年思源”的目标，帮助客户成功。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|四川百利天恒药业股份有限公司|私营||私营|100-499人||四川百利天恒药业股份有限公司吉林省分公司，吉林省分公司销售总公司第三终端事业部四十余个品种，覆盖全吉林省及内蒙古乌兰浩特。|'20170602'
[%%COMPANYNUMBERTEM_HTML%%]|四川廖排骨公司南宁店|私营||私营|1-49人||廖排骨”是著名的卤食品牌！自1982年正式成立并注册商标以来，经过31年的持续稳定经营，迄今已发展成为省内大型民营食品企业。由此而壮大的廖排骨（集团）公司下辖：四川廖排骨餐饮管理有限公司、四川廖排骨食品有限公司、成都廖排骨调味食品有限公司三大机构。|'20170602'
